,countyCode,County,State,county_state,total_coverage
1326,28081,Lee,MS,"Lee County, MS","$27,388,100"
1327,28083,Leflore,MS,"Leflore County, MS","$27,035,200"
1328,28085,Lincoln,MS,"Lincoln County, MS","$1,739,100"
1329,28087,Lowndes,MS,"Lowndes County, MS","$49,851,100"
1330,28089,Madison,MS,"Madison County, MS","$49,753,000"
1331,28091,Marion,MS,"Marion County, MS","$31,695,100"
1332,28093,Marshall,MS,"Marshall County, MS","$1,885,400"
1333,28095,Monroe,MS,"Monroe County, MS","$8,378,600"
1334,28099,Neshoba,MS,"Neshoba County, MS","$1,210,800"
1335,28101,Newton,MS,"Newton County, MS","$518,400"
1336,28103,Noxubee,MS,"Noxubee County, MS","$2,198,100"
1337,28105,Oktibbeha,MS,"Oktibbeha County, MS","$3,777,900"
1338,28107,Panola,MS,"Panola County, MS","$5,834,000"
1339,28109,Pearl River,MS,"Pearl River County, MS","$73,006,600"
1340,28111,Perry,MS,"Perry County, MS","$8,120,200"
1341,28113,Pike,MS,"Pike County, MS","$15,076,900"
1342,28115,Pontotoc,MS,"Pontotoc County, MS","$460,000"
1343,28117,Prentiss,MS,"Prentiss County, MS","$233,000"
1344,28119,Quitman,MS,"Quitman County, MS","$10,128,600"
1345,28121,Rankin,MS,"Rankin County, MS","$102,796,600"
1346,28123,Scott,MS,"Scott County, MS","$1,901,300"
1347,28125,Sharkey,MS,"Sharkey County, MS","$9,837,100"
1348,28127,Simpson,MS,"Simpson County, MS","$8,363,100"
1349,28129,Smith,MS,"Smith County, MS","$808,300"
1350,28131,Stone,MS,"Stone County, MS","$3,759,000"
1351,28133,Sunflower,MS,"Sunflower County, MS","$10,905,900"
1352,28135,Tallahatchie,MS,"Tallahatchie County, MS","$4,407,400"
1353,28137,Tate,MS,"Tate County, MS","$4,571,400"
1354,28139,Tippah,MS,"Tippah County, MS","$821,600"
1355,28141,Tishomingo,MS,"Tishomingo County, MS","$1,730,700"
1356,28143,Tunica,MS,"Tunica County, MS","$24,488,500"
1357,28145,Union,MS,"Union County, MS","$2,336,100"
1358,28147,Walthall,MS,"Walthall County, MS","$13,088,100"
1359,28149,Warren,MS,"Warren County, MS","$136,794,600"
1360,28151,Washington,MS,"Washington County, MS","$157,322,400"
1361,28153,Wayne,MS,"Wayne County, MS","$4,485,000"
1362,28155,Webster,MS,"Webster County, MS","$1,177,400"
1363,28157,Wilkinson,MS,"Wilkinson County, MS","$59,963,800"
1364,28159,Winston,MS,"Winston County, MS","$1,431,900"
1365,28161,Yalobusha,MS,"Yalobusha County, MS","$1,057,000"
1366,28163,Yazoo,MS,"Yazoo County, MS","$31,222,800"
1367,29001,Adair,MO,"Adair County, MO","$1,154,100"
1368,29003,Andrew,MO,"Andrew County, MO","$17,180,400"
1369,29005,Atchison,MO,"Atchison County, MO","$8,429,200"
1370,29007,Audrain,MO,"Audrain County, MO","$2,031,600"
1371,29009,Barry,MO,"Barry County, MO","$9,664,500"
1372,29011,Barton,MO,"Barton County, MO","$852,600"
1373,29013,Bates,MO,"Bates County, MO","$4,489,200"
1374,29015,Benton,MO,"Benton County, MO","$1,393,700"
1375,29017,Bollinger,MO,"Bollinger County, MO","$5,054,300"
1376,29019,Boone,MO,"Boone County, MO","$22,401,800"
1377,29021,Buchanan,MO,"Buchanan County, MO","$65,042,900"
1378,29023,Butler,MO,"Butler County, MO","$44,595,100"
1379,29025,Caldwell,MO,"Caldwell County, MO","$69,200"
1380,29027,Callaway,MO,"Callaway County, MO","$16,246,800"
1381,29029,Camden,MO,"Camden County, MO","$20,502,800"
1382,29031,Cape Girardeau,MO,"Cape Girardeau County, MO","$42,814,000"
1383,29033,Carroll,MO,"Carroll County, MO","$14,715,000"
1384,29035,Carter,MO,"Carter County, MO","$9,819,100"
1385,29037,Cass,MO,"Cass County, MO","$38,833,100"
1386,29041,Chariton,MO,"Chariton County, MO","$1,945,700"
1387,29043,Christian,MO,"Christian County, MO","$13,838,700"
1388,29045,Clark,MO,"Clark County, MO","$12,941,900"
1389,29047,Clay,MO,"Clay County, MO","$61,476,200"
1390,29049,Clinton,MO,"Clinton County, MO","$1,446,700"
1391,29051,Cole,MO,"Cole County, MO","$42,368,300"
1392,29053,Cooper,MO,"Cooper County, MO","$238,600"
1393,29055,Crawford,MO,"Crawford County, MO","$12,741,200"
1394,29059,Dallas,MO,"Dallas County, MO","$560,000"
1395,29061,Daviess,MO,"Daviess County, MO","$1,533,400"
1396,29063,DeKalb,MO,"DeKalb County, MO","$260,800"
1397,29065,Dent,MO,"Dent County, MO","$205,100"
1398,29069,Dunklin,MO,"Dunklin County, MO","$2,453,100"
1399,29071,Franklin,MO,"Franklin County, MO","$86,374,000"
1400,29073,Gasconade,MO,"Gasconade County, MO","$24,806,400"
1401,29075,Gentry,MO,"Gentry County, MO","$140,000"
1402,29077,Greene,MO,"Greene County, MO","$32,328,700"
1403,29079,Grundy,MO,"Grundy County, MO","$748,000"
1404,29081,Harrison,MO,"Harrison County, MO","$189,500"
1405,29083,Henry,MO,"Henry County, MO","$35,000"
1406,29085,Hickory,MO,"Hickory County, MO","$340,500"
1407,29087,Holt,MO,"Holt County, MO","$109,818,900"
1408,29089,Howard,MO,"Howard County, MO","$2,883,600"
1409,29091,Howell,MO,"Howell County, MO","$11,573,000"
1410,29093,Iron,MO,"Iron County, MO","$2,195,800"
1411,29095,Jackson,MO,"Jackson County, MO","$244,292,900"
1412,29097,Jasper,MO,"Jasper County, MO","$24,386,900"
1413,29099,Jefferson,MO,"Jefferson County, MO","$252,561,200"
1414,29101,Johnson,MO,"Johnson County, MO","$6,501,200"
1415,29103,Knox,MO,"Knox County, MO","$1,387,200"
1416,29105,Laclede,MO,"Laclede County, MO","$3,496,700"
1417,29107,Lafayette,MO,"Lafayette County, MO","$799,100"
1418,29109,Lawrence,MO,"Lawrence County, MO","$6,145,200"
1419,29111,Lewis,MO,"Lewis County, MO","$12,326,700"
1420,29113,Lincoln,MO,"Lincoln County, MO","$141,398,100"
1421,29115,Linn,MO,"Linn County, MO","$1,319,700"
1422,29117,Livingston,MO,"Livingston County, MO","$1,636,800"
1423,29119,McDonald,MO,"McDonald County, MO","$47,795,800"
1424,29121,Macon,MO,"Macon County, MO","$320,000"
1425,29123,Madison,MO,"Madison County, MO","$6,724,900"
1426,29125,Maries,MO,"Maries County, MO","$7,269,300"
1427,29127,Marion,MO,"Marion County, MO","$30,401,500"
1428,29131,Miller,MO,"Miller County, MO","$3,222,000"
1429,29133,Mississippi,MO,"Mississippi County, MO","$9,975,700"
1430,29135,Moniteau,MO,"Moniteau County, MO","$931,400"
1431,29137,Monroe,MO,"Monroe County, MO","$354,900"
1432,29139,Montgomery,MO,"Montgomery County, MO","$7,410,300"
1433,29141,Morgan,MO,"Morgan County, MO","$3,347,000"
1434,29143,New Madrid,MO,"New Madrid County, MO","$13,126,500"
1435,29145,Newton,MO,"Newton County, MO","$24,814,400"
1436,29147,Nodaway,MO,"Nodaway County, MO","$234,200"
1437,29149,Oregon,MO,"Oregon County, MO","$2,908,700"
1438,29151,Osage,MO,"Osage County, MO","$11,485,200"
1439,29153,Ozark,MO,"Ozark County, MO","$718,500"
1440,29155,Pemiscot,MO,"Pemiscot County, MO","$5,995,400"
1441,29157,Perry,MO,"Perry County, MO","$7,554,200"
1442,29159,Pettis,MO,"Pettis County, MO","$3,535,200"
1443,29161,Phelps,MO,"Phelps County, MO","$34,108,100"
1444,29163,Pike,MO,"Pike County, MO","$56,891,200"
1445,29165,Platte,MO,"Platte County, MO","$40,605,200"
1446,29167,Polk,MO,"Polk County, MO","$561,000"
1447,29169,Pulaski,MO,"Pulaski County, MO","$25,383,400"
1448,29171,Putnam,MO,"Putnam County, MO","$40,000"
1449,29173,Ralls,MO,"Ralls County, MO","$5,218,000"
1450,29175,Randolph,MO,"Randolph County, MO","$157,000"
1451,29177,Ray,MO,"Ray County, MO","$7,408,500"
1452,29179,Reynolds,MO,"Reynolds County, MO","$9,028,200"
1453,29181,Ripley,MO,"Ripley County, MO","$28,284,700"
1454,29183,St. Charles,MO,"St. Charles County, MO","$632,203,000"
1455,29186,Ste. Genevieve,MO,"Ste. Genevieve County, MO","$38,888,800"
1456,29187,St. Francois,MO,"St. Francois County, MO","$10,572,200"
1457,29189,St. Louis,MO,"St. Louis County, MO","$952,878,100"
1458,29195,Saline,MO,"Saline County, MO","$806,700"
1459,29197,Schuyler,MO,"Schuyler County, MO","$170,000"
1460,29201,Scott,MO,"Scott County, MO","$30,257,100"
1461,29203,Shannon,MO,"Shannon County, MO","$663,700"
1462,29205,Shelby,MO,"Shelby County, MO","$60,500"
1463,29207,Stoddard,MO,"Stoddard County, MO","$5,929,200"
1464,29209,Stone,MO,"Stone County, MO","$10,484,600"
1465,29211,Sullivan,MO,"Sullivan County, MO","$156,900"
1466,29213,Taney,MO,"Taney County, MO","$205,910,900"
1467,29215,Texas,MO,"Texas County, MO","$2,403,600"
1468,29217,Vernon,MO,"Vernon County, MO","$645,000"
1469,29219,Warren,MO,"Warren County, MO","$6,892,600"
1470,29221,Washington,MO,"Washington County, MO","$1,735,100"
1471,29223,Wayne,MO,"Wayne County, MO","$9,093,000"
1472,29225,Webster,MO,"Webster County, MO","$1,066,400"
1473,29229,Wright,MO,"Wright County, MO","$910,000"
1474,29510,St. Louis city,MO,"St. Louis city County, MO","$63,065,100"
1475,30001,Beaverhead,MT,"Beaverhead County, MT","$1,139,700"
1476,30003,Big Horn,MT,"Big Horn County, MT","$2,464,400"
1477,30005,Blaine,MT,"Blaine County, MT","$2,383,300"
1478,30007,Broadwater,MT,"Broadwater County, MT","$385,000"
1479,30009,Carbon,MT,"Carbon County, MT","$7,124,900"
1480,30013,Cascade,MT,"Cascade County, MT","$24,015,600"
1481,30017,Custer,MT,"Custer County, MT","$9,173,000"
1482,30021,Dawson,MT,"Dawson County, MT","$528,000"
1483,30023,Deer Lodge,MT,"Deer Lodge County, MT","$677,800"
1484,30025,Fallon,MT,"Fallon County, MT","$45,000"
1485,30027,Fergus,MT,"Fergus County, MT","$3,460,100"
1486,30029,Flathead,MT,"Flathead County, MT","$20,565,300"
1487,30031,Gallatin,MT,"Gallatin County, MT","$10,648,800"
1488,30033,Garfield,MT,"Garfield County, MT","$27,000"
1489,30035,Glacier,MT,"Glacier County, MT","$1,114,500"
1490,30039,Granite,MT,"Granite County, MT","$895,300"
1491,30041,Hill,MT,"Hill County, MT","$1,787,000"
1492,30043,Jefferson,MT,"Jefferson County, MT","$815,000"
1493,30047,Lake,MT,"Lake County, MT","$1,466,900"
1494,30049,Lewis and Clark,MT,"Lewis and Clark County, MT","$16,066,200"
1495,30051,Liberty,MT,"Liberty County, MT","$620,500"
1496,30053,Lincoln,MT,"Lincoln County, MT","$3,374,000"
1497,30057,Madison,MT,"Madison County, MT","$687,000"
1498,30059,Meagher,MT,"Meagher County, MT","$192,000"
1499,30061,Mineral,MT,"Mineral County, MT","$391,700"
1500,30063,Missoula,MT,"Missoula County, MT","$27,746,100"
1501,30065,Musselshell,MT,"Musselshell County, MT","$3,659,000"
1502,30067,Park,MT,"Park County, MT","$12,238,200"
1503,30071,Phillips,MT,"Phillips County, MT","$1,700,400"
1504,30075,Powder River,MT,"Powder River County, MT","$302,800"
1505,30077,Powell,MT,"Powell County, MT","$451,500"
1506,30081,Ravalli,MT,"Ravalli County, MT","$6,728,000"
1507,30083,Richland,MT,"Richland County, MT","$997,300"
1508,30085,Roosevelt,MT,"Roosevelt County, MT","$1,138,200"
1509,30087,Rosebud,MT,"Rosebud County, MT","$844,900"
1510,30089,Sanders,MT,"Sanders County, MT","$953,100"
1511,30091,Sheridan,MT,"Sheridan County, MT","$9,300"
1512,30093,Silver Bow,MT,"Silver Bow County, MT","$1,472,700"
1513,30095,Stillwater,MT,"Stillwater County, MT","$2,616,100"
1514,30097,Sweet Grass,MT,"Sweet Grass County, MT","$1,215,000"
1515,30099,Teton,MT,"Teton County, MT","$413,400"
1516,30101,Toole,MT,"Toole County, MT","$45,000"
1517,30105,Valley,MT,"Valley County, MT","$18,604,300"
1518,30107,Wheatland,MT,"Wheatland County, MT","$873,900"
1519,30109,Wibaux,MT,"Wibaux County, MT","$175,000"
1520,30111,Yellowstone,MT,"Yellowstone County, MT","$32,745,900"
1521,31001,Adams,NE,"Adams County, NE","$2,690,100"
1522,31003,Antelope,NE,"Antelope County, NE","$1,182,300"
1523,31011,Boone,NE,"Boone County, NE","$1,068,400"
1524,31013,Box Butte,NE,"Box Butte County, NE","$220,100"
1525,31015,Boyd,NE,"Boyd County, NE","$780,200"
1526,31019,Buffalo,NE,"Buffalo County, NE","$20,034,000"
1527,31021,Burt,NE,"Burt County, NE","$6,467,800"
1528,31023,Butler,NE,"Butler County, NE","$678,700"
1529,31025,Cass,NE,"Cass County, NE","$60,631,900"
1530,31027,Cedar,NE,"Cedar County, NE","$426,400"
1531,31033,Cheyenne,NE,"Cheyenne County, NE","$2,454,000"
1532,31035,Clay,NE,"Clay County, NE","$70,000"
1533,31037,Colfax,NE,"Colfax County, NE","$13,460,800"
1534,31039,Cuming,NE,"Cuming County, NE","$4,077,100"
1535,31041,Custer,NE,"Custer County, NE","$1,346,200"
1536,31043,Dakota,NE,"Dakota County, NE","$26,398,700"
1537,31047,Dawson,NE,"Dawson County, NE","$11,455,000"
1538,31049,Deuel,NE,"Deuel County, NE","$208,200"
1539,31051,Dixon,NE,"Dixon County, NE","$157,000"
1540,31053,Dodge,NE,"Dodge County, NE","$69,578,600"
1541,31055,Douglas,NE,"Douglas County, NE","$96,490,800"
1542,31057,Dundy,NE,"Dundy County, NE","$35,000"
1543,31059,Fillmore,NE,"Fillmore County, NE","$90,000"
1544,31061,Franklin,NE,"Franklin County, NE","$40,000"
1545,31065,Furnas,NE,"Furnas County, NE","$114,000"
1546,31067,Gage,NE,"Gage County, NE","$7,440,700"
1547,31069,Garden,NE,"Garden County, NE","$360,000"
1548,31079,Hall,NE,"Hall County, NE","$12,510,300"
1549,31081,Hamilton,NE,"Hamilton County, NE","$623,200"
1550,31083,Harlan,NE,"Harlan County, NE","$86,500"
1551,31089,Holt,NE,"Holt County, NE","$360,700"
1552,31093,Howard,NE,"Howard County, NE","$1,577,000"
1553,31095,Jefferson,NE,"Jefferson County, NE","$172,700"
1554,31097,Johnson,NE,"Johnson County, NE","$197,500"
1555,31099,Kearney,NE,"Kearney County, NE","$559,100"
1556,31101,Keith,NE,"Keith County, NE","$1,572,800"
1557,31107,Knox,NE,"Knox County, NE","$3,266,900"
1558,31109,Lancaster,NE,"Lancaster County, NE","$41,383,100"
1559,31111,Lincoln,NE,"Lincoln County, NE","$6,496,100"
1560,31113,Logan,NE,"Logan County, NE","$30,000"
1561,31119,Madison,NE,"Madison County, NE","$9,320,000"
1562,31121,Merrick,NE,"Merrick County, NE","$529,400"
1563,31125,Nance,NE,"Nance County, NE","$664,300"
1564,31127,Nemaha,NE,"Nemaha County, NE","$3,340,500"
1565,31129,Nuckolls,NE,"Nuckolls County, NE","$225,900"
1566,31131,Otoe,NE,"Otoe County, NE","$2,683,100"
1567,31137,Phelps,NE,"Phelps County, NE","$1,287,000"
1568,31139,Pierce,NE,"Pierce County, NE","$1,152,400"
1569,31141,Platte,NE,"Platte County, NE","$7,299,700"
1570,31143,Polk,NE,"Polk County, NE","$310,700"
1571,31145,Red Willow,NE,"Red Willow County, NE","$1,092,400"
1572,31147,Richardson,NE,"Richardson County, NE","$7,373,400"
1573,31151,Saline,NE,"Saline County, NE","$9,164,300"
1574,31153,Sarpy,NE,"Sarpy County, NE","$90,395,500"
1575,31155,Saunders,NE,"Saunders County, NE","$24,672,000"
1576,31157,Scotts Bluff,NE,"Scotts Bluff County, NE","$5,243,400"
1577,31159,Seward,NE,"Seward County, NE","$2,062,100"
1578,31161,Sheridan,NE,"Sheridan County, NE","$735,000"
1579,31167,Stanton,NE,"Stanton County, NE","$241,300"
1580,31169,Thayer,NE,"Thayer County, NE","$1,644,400"
1581,31173,Thurston,NE,"Thurston County, NE","$1,116,500"
1582,31175,Valley,NE,"Valley County, NE","$643,200"
1583,31177,Washington,NE,"Washington County, NE","$11,553,600"
1584,31179,Wayne,NE,"Wayne County, NE","$1,274,000"
1585,31181,Webster,NE,"Webster County, NE","$485,000"
1586,31183,Wheeler,NE,"Wheeler County, NE","$262,000"
1587,31185,York,NE,"York County, NE","$1,185,100"
1588,32001,Churchill,NV,"Churchill County, NV","$1,444,000"
1589,32003,Clark,NV,"Clark County, NV","$110,464,400"
1590,32005,Douglas,NV,"Douglas County, NV","$44,038,100"
1591,32007,Elko,NV,"Elko County, NV","$3,280,900"
1592,32011,Eureka,NV,"Eureka County, NV","$55,000"
1593,32013,Humboldt,NV,"Humboldt County, NV","$1,863,000"
1594,32015,Lander,NV,"Lander County, NV","$135,000"
1595,32017,Lincoln,NV,"Lincoln County, NV","$183,400"
1596,32019,Lyon,NV,"Lyon County, NV","$2,972,500"
1597,32021,Mineral,NV,"Mineral County, NV","$30,000"
1598,32023,Nye,NV,"Nye County, NV","$23,745,500"
1599,32027,Pershing,NV,"Pershing County, NV","$40,000"
1600,32029,Storey,NV,"Storey County, NV","$1,187,100"
1601,32031,Washoe,NV,"Washoe County, NV","$185,584,100"
1602,32033,White Pine,NV,"White Pine County, NV","$399,800"
1603,32510,Carson City,NV,"Carson City County, NV","$11,940,500"
1604,33001,Belknap,NH,"Belknap County, NH","$12,181,600"
1605,33003,Carroll,NH,"Carroll County, NH","$25,911,200"
1606,33005,Cheshire,NH,"Cheshire County, NH","$41,977,500"
1607,33007,Coos,NH,"Coos County, NH","$6,466,500"
1608,33009,Grafton,NH,"Grafton County, NH","$45,132,300"
1609,33011,Hillsborough,NH,"Hillsborough County, NH","$99,464,400"
1610,33013,Merrimack,NH,"Merrimack County, NH","$48,253,800"
1611,33015,Rockingham,NH,"Rockingham County, NH","$286,237,100"
1612,33017,Strafford,NH,"Strafford County, NH","$22,145,500"
1613,33019,Sullivan,NH,"Sullivan County, NH","$6,723,400"
1614,34001,Atlantic,NJ,"Atlantic County, NJ","$4,532,247,900"
1615,34003,Bergen,NJ,"Bergen County, NJ","$3,640,013,600"
1616,34005,Burlington,NJ,"Burlington County, NJ","$339,449,400"
1617,34007,Camden,NJ,"Camden County, NJ","$160,036,700"
1618,34009,Cape May,NJ,"Cape May County, NJ","$6,307,433,200"
1619,34011,Cumberland,NJ,"Cumberland County, NJ","$100,242,400"
1620,34013,Essex,NJ,"Essex County, NJ","$1,481,208,300"
1621,34015,Gloucester,NJ,"Gloucester County, NJ","$101,758,700"
1622,34017,Hudson,NJ,"Hudson County, NJ","$6,067,171,100"
1623,34019,Hunterdon,NJ,"Hunterdon County, NJ","$343,030,400"
1624,34021,Mercer,NJ,"Mercer County, NJ","$391,066,900"
1625,34023,Middlesex,NJ,"Middlesex County, NJ","$1,149,665,900"
1626,34025,Monmouth,NJ,"Monmouth County, NJ","$4,784,010,800"
1627,34027,Morris,NJ,"Morris County, NJ","$1,481,579,900"
1628,34029,Ocean,NJ,"Ocean County, NJ","$11,930,071,200"
1629,34031,Passaic,NJ,"Passaic County, NJ","$2,305,588,200"
1630,34033,Salem,NJ,"Salem County, NJ","$105,940,000"
1631,34035,Somerset,NJ,"Somerset County, NJ","$1,296,115,600"
1632,34037,Sussex,NJ,"Sussex County, NJ","$32,536,700"
1633,34039,Union,NJ,"Union County, NJ","$1,578,060,700"
1634,34041,Warren,NJ,"Warren County, NJ","$194,927,700"
1635,35001,Bernalillo,NM,"Bernalillo County, NM","$20,942,900"
1636,35003,Catron,NM,"Catron County, NM","$359,600"
1637,35005,Chaves,NM,"Chaves County, NM","$5,096,000"
1638,35006,Cibola,NM,"Cibola County, NM","$1,630,200"
1639,35007,Colfax,NM,"Colfax County, NM","$772,900"
1640,35009,Curry,NM,"Curry County, NM","$10,466,700"
1641,35013,Dona Ana,NM,"Dona Ana County, NM","$34,135,600"
1642,35015,Eddy,NM,"Eddy County, NM","$3,624,300"
1643,35017,Grant,NM,"Grant County, NM","$2,066,000"
1644,35023,Hidalgo,NM,"Hidalgo County, NM","$120,100"
1645,35025,Lea,NM,"Lea County, NM","$11,695,700"
1646,35027,Lincoln,NM,"Lincoln County, NM","$21,065,900"
1647,35028,Los Alamos,NM,"Los Alamos County, NM","$2,873,000"
1648,35029,Luna,NM,"Luna County, NM","$519,800"
1649,35031,McKinley,NM,"McKinley County, NM","$2,447,600"
1650,35035,Otero,NM,"Otero County, NM","$18,907,900"
1651,35037,Quay,NM,"Quay County, NM","$432,600"
1652,35039,Rio Arriba,NM,"Rio Arriba County, NM","$4,285,600"
1653,35041,Roosevelt,NM,"Roosevelt County, NM","$2,524,700"
1654,35043,Sandoval,NM,"Sandoval County, NM","$6,101,500"
1655,35045,San Juan,NM,"San Juan County, NM","$9,176,000"
1656,35047,San Miguel,NM,"San Miguel County, NM","$3,227,900"
1657,35049,Santa Fe,NM,"Santa Fe County, NM","$10,427,800"
1658,35051,Sierra,NM,"Sierra County, NM","$1,663,000"
1659,35053,Socorro,NM,"Socorro County, NM","$3,414,600"
1660,35055,Taos,NM,"Taos County, NM","$2,793,400"
1661,35057,Torrance,NM,"Torrance County, NM","$350,000"
1662,35061,Valencia,NM,"Valencia County, NM","$17,145,800"
1663,36001,Albany,NY,"Albany County, NY","$55,745,600"
1664,36003,Allegany,NY,"Allegany County, NY","$7,144,700"
1665,36005,Bronx,NY,"Bronx County, NY","$445,202,600"
1666,36007,Broome,NY,"Broome County, NY","$464,276,200"
1667,36009,Cattaraugus,NY,"Cattaraugus County, NY","$33,571,000"
1668,36011,Cayuga,NY,"Cayuga County, NY","$20,055,000"
1669,36013,Chautauqua,NY,"Chautauqua County, NY","$82,641,400"
1670,36015,Chemung,NY,"Chemung County, NY","$21,704,900"
1671,36017,Chenango,NY,"Chenango County, NY","$63,447,300"
1672,36019,Clinton,NY,"Clinton County, NY","$27,190,000"
1673,36021,Columbia,NY,"Columbia County, NY","$28,338,200"
1674,36023,Cortland,NY,"Cortland County, NY","$25,921,700"
1675,36025,Delaware,NY,"Delaware County, NY","$133,997,400"
1676,36027,Dutchess,NY,"Dutchess County, NY","$155,749,400"
1677,36029,Erie,NY,"Erie County, NY","$148,286,000"
1678,36031,Essex,NY,"Essex County, NY","$34,294,800"
1679,36033,Franklin,NY,"Franklin County, NY","$2,547,300"
1680,36035,Fulton,NY,"Fulton County, NY","$10,852,500"
1681,36037,Genesee,NY,"Genesee County, NY","$9,958,100"
1682,36039,Greene,NY,"Greene County, NY","$92,567,400"
1683,36041,Hamilton,NY,"Hamilton County, NY","$4,160,800"
1684,36043,Herkimer,NY,"Herkimer County, NY","$40,479,600"
1685,36045,Jefferson,NY,"Jefferson County, NY","$29,279,200"
1686,36047,Kings,NY,"Kings County, NY","$2,328,206,600"
1687,36049,Lewis,NY,"Lewis County, NY","$3,753,800"
1688,36051,Livingston,NY,"Livingston County, NY","$8,161,200"
1689,36053,Madison,NY,"Madison County, NY","$22,996,700"
1690,36055,Monroe,NY,"Monroe County, NY","$121,592,200"
1691,36057,Montgomery,NY,"Montgomery County, NY","$41,911,700"
1692,36059,Nassau,NY,"Nassau County, NY","$12,438,679,600"
1693,36061,New York,NY,"New York County, NY","$1,131,703,800"
1694,36063,Niagara,NY,"Niagara County, NY","$17,877,400"
1695,36065,Oneida,NY,"Oneida County, NY","$115,587,800"
1696,36067,Onondaga,NY,"Onondaga County, NY","$85,279,800"
1697,36069,Ontario,NY,"Ontario County, NY","$32,500,000"
1698,36071,Orange,NY,"Orange County, NY","$310,901,600"
1699,36073,Orleans,NY,"Orleans County, NY","$3,159,100"
1700,36075,Oswego,NY,"Oswego County, NY","$22,902,500"
1701,36077,Otsego,NY,"Otsego County, NY","$56,655,100"
1702,36079,Putnam,NY,"Putnam County, NY","$47,544,100"
1703,36081,Queens,NY,"Queens County, NY","$3,302,017,900"
1704,36083,Rensselaer,NY,"Rensselaer County, NY","$60,198,300"
1705,36085,Richmond,NY,"Richmond County, NY","$1,813,059,100"
1706,36087,Rockland,NY,"Rockland County, NY","$409,078,000"
1707,36089,St. Lawrence,NY,"St. Lawrence County, NY","$5,890,900"
1708,36091,Saratoga,NY,"Saratoga County, NY","$70,585,100"
1709,36093,Schenectady,NY,"Schenectady County, NY","$44,456,200"
1710,36095,Schoharie,NY,"Schoharie County, NY","$72,317,400"
1711,36097,Schuyler,NY,"Schuyler County, NY","$4,000,700"
1712,36099,Seneca,NY,"Seneca County, NY","$12,914,800"
1713,36101,Steuben,NY,"Steuben County, NY","$21,911,500"
1714,36103,Suffolk,NY,"Suffolk County, NY","$7,125,473,100"
1715,36105,Sullivan,NY,"Sullivan County, NY","$121,712,500"
1716,36107,Tioga,NY,"Tioga County, NY","$172,056,700"
1717,36109,Tompkins,NY,"Tompkins County, NY","$21,391,300"
1718,36111,Ulster,NY,"Ulster County, NY","$215,249,800"
1719,36113,Warren,NY,"Warren County, NY","$16,857,100"
1720,36115,Washington,NY,"Washington County, NY","$12,478,800"
1721,36117,Wayne,NY,"Wayne County, NY","$36,291,800"
1722,36119,Westchester,NY,"Westchester County, NY","$2,289,600,900"
1723,36121,Wyoming,NY,"Wyoming County, NY","$7,774,800"
1724,36123,Yates,NY,"Yates County, NY","$13,178,600"
1725,37001,Alamance,NC,"Alamance County, NC","$16,780,400"
1726,37003,Alexander,NC,"Alexander County, NC","$1,910,200"
1727,37005,Alleghany,NC,"Alleghany County, NC","$1,192,000"
1728,37007,Anson,NC,"Anson County, NC","$356,700"
1729,37009,Ashe,NC,"Ashe County, NC","$11,034,800"
1730,37011,Avery,NC,"Avery County, NC","$20,572,000"
1731,37013,Beaufort,NC,"Beaufort County, NC","$1,109,117,600"
1732,37015,Bertie,NC,"Bertie County, NC","$57,885,800"
1733,37017,Bladen,NC,"Bladen County, NC","$29,266,100"
1734,37019,Brunswick,NC,"Brunswick County, NC","$1,894,054,000"
1735,37021,Buncombe,NC,"Buncombe County, NC","$154,737,900"
1736,37023,Burke,NC,"Burke County, NC","$12,304,600"
1737,37025,Cabarrus,NC,"Cabarrus County, NC","$52,662,100"
1738,37027,Caldwell,NC,"Caldwell County, NC","$11,365,600"
1739,37029,Camden,NC,"Camden County, NC","$54,250,100"
1740,37031,Carteret,NC,"Carteret County, NC","$1,800,795,400"
1741,37033,Caswell,NC,"Caswell County, NC","$185,000"
1742,37035,Catawba,NC,"Catawba County, NC","$42,051,000"
1743,37037,Chatham,NC,"Chatham County, NC","$5,326,500"
1744,37039,Cherokee,NC,"Cherokee County, NC","$7,639,100"
1745,37041,Chowan,NC,"Chowan County, NC","$53,788,800"
1746,37043,Clay,NC,"Clay County, NC","$7,114,500"
1747,37045,Cleveland,NC,"Cleveland County, NC","$7,856,900"
1748,37047,Columbus,NC,"Columbus County, NC","$90,109,000"
1749,37049,Craven,NC,"Craven County, NC","$1,320,583,600"
1750,37051,Cumberland,NC,"Cumberland County, NC","$182,648,000"
1751,37053,Currituck,NC,"Currituck County, NC","$512,764,800"
1752,37055,Dare,NC,"Dare County, NC","$4,007,983,200"
1753,37057,Davidson,NC,"Davidson County, NC","$19,180,500"
1754,37059,Davie,NC,"Davie County, NC","$2,610,700"
1755,37061,Duplin,NC,"Duplin County, NC","$107,872,600"
1756,37063,Durham,NC,"Durham County, NC","$61,683,600"
1757,37065,Edgecombe,NC,"Edgecombe County, NC","$108,258,900"
1758,37067,Forsyth,NC,"Forsyth County, NC","$71,815,600"
1759,37069,Franklin,NC,"Franklin County, NC","$1,257,400"
1760,37071,Gaston,NC,"Gaston County, NC","$14,329,500"
1761,37073,Gates,NC,"Gates County, NC","$4,980,900"
1762,37075,Graham,NC,"Graham County, NC","$1,344,000"
